TELCO_ID,PREPAID_AMT_MTH_1,PREPAID_AMT_MTH_2,PREPAID_AMT_MTH_3,PREPAID_AMT_MTH_4,PREPAID_AMT_MTH_5,PREPAID_AMT_MTH_6,POSTPAID_AMT_MTH_1,POSTPAID_AMT_MTH_2,POSTPAID_AMT_MTH_3,POSTPAID_AMT_MTH_4,POSTPAID_AMT_MTH_5,POSTPAID_AMT_MTH_6,TOTAL_POSTPAID_AMT,TOTAL_PREPAID_AMT,AVG_POSTPAID_AMT,AVG_PREPAID_AMT
C-64343,6.25,200,18.75,12.5,0,0,0,0,0,0,0,0,0,237.5,0,39.58333334
C-53622,0,0,0,0,0,0,562.5,0,562.5,0,0,0,1125,0,187.5,0
C-61956,0,0,0,0,0,0,100,62.5,0,0,0,0,162.5,0,27.08333334,0
C-45310,0,0,0,0,0,0,250,62.5,343.75,225,250,60,1191.25,0,198.5416666,0
C-51120,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-60651,0,43.75,6.25,43.75,0,12.5,312.5,250,187.5,459.375,0,249.5,1458.875,106.25,243.1458334,17.70833334
C-59032,0,0,0,0,0,50,98.6875,99.6875,99.375,98.8125,100.125,100.3125,597,50,99.5,8.333333334
C-55777,50,0,25,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-47660,75,75,37.5,37.5,50,37.5,0,0,0,0,0,0,0,312.5,0,52.08333334
C-54216,0,25,12.5,0,37.5,0,0,0,0,0,0,0,0,75,0,12.5
C-55600,175,325,350,81.25,75,237.5,0,0,0,0,0,0,0,1243.75,0,207.2916666
C-64258,0,0,0,0,12.5,12.5,403.75,812.5,375,610.3625,412.5,156.25,2770.3625,25,461.7270834,4.166666666
C-62403,0,0,12.5,50,37.5,0,0,0,0,0,0,0,0,100,0,16.66666666
C-57993,0,0,6.25,18.75,0,0,0,0,1250,0,0,0,1250,25,208.3333334,4.166666666
C-65225,0,0,12.5,12.5,0,0,0,100,0,0,0,0,100,25,16.66666666,4.166666666
C-62931,100,112.5,100,162.5,137.5,43.75,0,0,0,12.5,0,0,12.5,656.25,2.083333334,109.375
C-58832,0,12.5,25,12.5,0,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-61951,75,75,162.5,12.5,0,100,0,0,0,0,0,0,0,425,0,70.83333334
C-52847,0,0,0,0,0,0,0,196.1,196.1,196.1,195.95,196.25,980.5,0,163.4166666,0
C-60852,50,0,131.25,0,0,0,0,0,0,0,0,0,0,181.25,0,30.20833334
C-64255,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-59582,0,0,12.5,0,37.5,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-42280,75,75,75,37.5,87.5,112.5,0,0,0,0,0,0,0,462.5,0,77.08333334
C-60490,0,12.5,12.5,37.5,31.25,125,0,0,0,0,0,0,0,218.75,0,36.45833334
C-50029,0,0,0,0,0,0,900,0,0,0,0,0,900,0,150,0
C-49029,12.5,12.5,6.25,12.5,18.75,50,0,63.25,0,105.6,112.5,101.6,382.95,112.5,63.825,18.75
C-49132,0,0,43.75,0,0,12.5,0,0,0,0,0,0,0,56.25,0,9.375
C-53675,75,62.5,12.5,112.5,50,37.5,0,0,0,0,0,0,0,350,0,58.33333334
C-63641,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-62445,206.25,125,37.5,62.5,12.5,62.5,0,0,0,0,0,0,0,506.25,0,84.375
C-54955,0,0,0,0,125,87.5,144.4125,0,79.75,0,159.875,0,384.0375,212.5,64.00625,35.41666666
C-58868,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,1.041666666
C-54470,0,0,0,37.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-53902,0,75,75,112.5,75,37.5,0,0,0,0,0,0,0,375,0,62.5
C-47847,275,200,0,75,75,75,0,0,0,0,0,0,0,700,0,116.6666667
C-51077,37.5,37.5,37.5,150,112.5,75,0,0,0,0,0,0,0,450,0,75
C-56120,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-61376,0,0,0,0,0,0,258.75,103.75,125,225,125,246.25,1083.75,0,180.625,0
C-62424,68.75,68.75,6.25,156.25,87.5,100,0,0,0,0,0,0,0,487.5,0,81.25
C-40331,0,0,0,0,0,0,473.375,270.25,335.3125,0,165.625,165.625,1410.1875,0,235.03125,0
C-52913,0,0,0,0,0,0,0,0,0,29.725,0,0,29.725,0,4.954166666,0
C-46276,0,0,0,0,0,0,0,0,0,0,0,260.875,260.875,0,43.47916666,0
C-56493,50,50,112.5,0,12.5,0,0,0,0,0,0,0,0,225,0,37.5
C-54906,6.25,162.5,0,125,125,125,0,0,0,0,0,0,0,543.75,0,90.625
C-57573,0,0,0,0,0,0,325,550,168.75,63.75,63.75,63.45,1234.7,0,205.7833334,0
C-58394,0,0,0,0,0,6.25,100,100,112.5,112.5,202.5,125,752.5,6.25,125.4166666,1.041666666
C-43979,218.75,50,112.5,162.5,162.5,237.5,0,0,0,0,0,0,0,943.75,0,157.2916666
C-44795,0,125,256.25,31.25,0,0,0,0,0,0,0,0,0,412.5,0,68.75
C-61331,168.75,75,50,50,81.25,75,0,0,0,0,0,0,0,500,0,83.33333334
C-53298,12.5,0,62.5,25,12.5,0,52.5,750,206.25,100,107.5,100,1316.25,112.5,219.375,18.75
C-63841,0,75,37.5,25,0,37.5,0,0,0,0,0,0,0,175,0,29.16666666
C-62295,0,0,0,0,0,162.5,0,0,0,0,0,0,0,162.5,0,27.08333334
C-59839,25,0,0,37.5,25,25,0,0,0,0,0,118.5,118.5,112.5,19.75,18.75
C-54167,25,0,0,0,0,25,309.25,546,205.75,93.75,189.625,178.25,1522.625,50,253.7708334,8.333333334
C-64480,93.75,193.75,56.25,62.5,37.5,6.25,0,0,0,0,0,0,0,450,0,75
C-58928,75,50,25,0,6.25,18.75,0,0,0,0,0,0,0,175,0,29.16666666
C-60578,125,0,0,62.5,0,68.75,0,0,0,0,0,0,0,256.25,0,42.70833334
C-65343,0,0,0,0,0,0,0,0,0,125,125,0,250,0,41.66666666,0
C-57798,0,125,100,125,25,0,0,0,0,0,0,0,0,375,0,62.5
C-48802,0,0,0,0,0,0,252,292,0,844.875,0,209.625,1598.5,0,266.4166666,0
C-63019,18.75,12.5,0,0,0,250,0,0,0,0,0,0,0,281.25,0,46.875
C-48142,0,0,0,62.5,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-64609,0,0,0,12.5,87.5,50,0,242.625,109.375,0,4.8125,61.8125,418.625,150,69.77083334,25
C-62393,0,0,0,0,0,0,0,0,1062.5,0,1252.8125,298.375,2613.6875,0,435.6145834,0
C-58495,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-46430,87.5,56.25,81.25,75,37.5,68.75,0,0,0,0,0,0,0,406.25,0,67.70833334
C-61391,0,0,0,0,0,0,0,212.5,137.5,112.5,0,125,587.5,0,97.91666666,0
C-63317,62.5,0,125,62.5,200,37.5,0,0,0,0,0,0,0,487.5,0,81.25
C-60055,50,25,12.5,37.5,43.75,25,0,0,0,0,0,0,0,193.75,0,32.29166666
C-58343,12.5,62.5,62.5,62.5,125,62.5,0,0,0,0,0,0,0,387.5,0,64.58333334
C-51537,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,12.5,0,2.083333334
C-45898,0,0,0,0,0,0,950,837.5,312.5,100,825,0,3025,0,504.1666666,0
C-46296,0,0,0,0,0,0,216.125,0,436.5,0,181.0625,0,833.6875,0,138.9479166,0
C-61556,0,0,12.5,0,37.5,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-56959,0,0,0,0,0,0,125,0,0,0,0,0,125,0,20.83333334,0
C-62326,93.75,75,137.5,112.5,150,87.5,0,0,0,0,0,0,0,656.25,0,109.375
C-52449,112.5,87.5,200,100,150,31.25,0,0,0,0,0,0,0,681.25,0,113.5416667
C-54019,175,87.5,62.5,143.75,100,175,0,0,0,0,0,0,0,743.75,0,123.9583333
C-58909,0,0,0,0,0,0,375,0,0,0,0,0,375,0,62.5,0
C-56876,237.5,87.5,18.75,118.75,143.75,0,0,0,0,0,0,0,0,606.25,0,101.0416667
C-52545,0,25,0,0,0,12.5,0,0,0,0,0,0,0,37.5,0,6.25
C-55608,37.5,131.25,0,0,0,0,0,0,0,0,0,0,0,168.75,0,28.125
C-45479,0,0,0,12.5,50,6.25,0,0,0,0,0,0,0,68.75,0,11.45833333
C-54654,150,100,25,75,37.5,62.5,0,239.75,28.55,27.3625,28.6875,0,324.35,450,54.05833334,75
C-48476,125,150,175,162.5,156.25,87.5,0,0,0,0,0,0,0,856.25,0,142.7083334
C-57168,37.5,50,25,12.5,0,12.5,0,0,0,0,0,0,0,137.5,0,22.91666666
C-50924,50,62.5,75,100,100,75,0,0,0,0,0,0,0,462.5,0,77.08333334
C-63648,0,0,0,0,37.5,50,0,0,0,0,0,231.8125,231.8125,87.5,38.63541666,14.58333334
C-61436,162.5,137.5,100,137.5,125,125,0,0,0,0,0,0,0,787.5,0,131.25
C-58670,6.25,125,0,12.5,0,0,0,0,0,0,0,162.5,162.5,143.75,27.08333334,23.95833334
C-58103,0,0,0,0,0,0,0,0,0,67.5,62.5,93.75,223.75,0,37.29166666,0
C-59697,0,37.5,37.5,37.5,25,0,0,0,0,0,0,0,0,137.5,0,22.91666666
C-54771,0,150,100,93.75,18.75,50,0,0,0,0,0,0,0,412.5,0,68.75
C-61462,87.5,56.25,6.25,18.75,50,6.25,0,0,0,0,0,0,0,225,0,37.5
C-53440,62.5,68.75,62.5,0,62.5,12.5,113.75,120,115,200,112.5,41.75,703,268.75,117.1666667,44.79166666
C-43679,0,0,0,0,0,0,148.45,0,105.5625,135.875,0,75,464.8875,0,77.48125,0
C-62378,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,2.083333334
C-55215,0,0,0,62.5,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-49621,187.5,237.5,137.5,75,50,50,0,0,0,0,0,0,0,737.5,0,122.9166667
C-63021,0,0,0,0,0,0,0,0,0,0,125,0,125,0,20.83333334,0
C-56481,25,50,131.25,156.25,37.5,12.5,0,0,0,0,0,0,0,412.5,0,68.75
C-63387,0,0,0,0,0,0,150,375,0,375,0,0,900,0,150,0
C-63525,56.25,43.75,18.75,50,50,50,0,0,0,0,0,0,0,268.75,0,44.79166666
C-63919,0,100,0,25,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-48939,62.5,37.5,87.5,37.5,100,112.5,0,0,0,0,0,0,0,437.5,0,72.91666666
C-47523,0,25,37.5,12.5,0,12.5,0,0,0,0,0,0,0,87.5,0,14.58333334
C-59963,93.75,87.5,125,25,0,50,0,0,0,0,0,0,0,381.25,0,63.54166666
C-62093,0,62.5,0,68.75,0,56.25,0,0,0,0,0,0,0,187.5,0,31.25
C-47159,0,0,0,0,0,0,0,71.5,0,0,0,0,71.5,0,11.91666667,0
C-51800,0,0,0,0,0,0,218.75,0,0,0,0,84.525,303.275,0,50.54583334,0
C-50182,0,0,0,0,0,0,0,0,125,0,0,0,125,0,20.83333334,0
C-42062,112.5,75,75,37.5,37.5,112.5,0,0,0,0,0,0,0,450,0,75
C-61856,175,100,200,106.25,150,62.5,104.25,0,0,0,0,0,104.25,793.75,17.375,132.2916666
C-61102,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-63483,0,0,0,0,37.5,0,125,125,187.5,200,375,476.875,1489.375,37.5,248.2291666,6.25
C-43873,50,150,337.5,75,162.5,137.5,0,0,0,0,0,0,0,912.5,0,152.0833334
C-58258,525,325,137.5,287.5,112.5,150,0,0,0,0,0,0,0,1537.5,0,256.25
C-64753,75,12.5,25,12.5,75,37.5,0,0,0,0,0,0,0,237.5,0,39.58333334
C-60110,0,75,75,43.75,37.5,87.5,0,0,0,0,0,0,0,318.75,0,53.125
C-53186,137.5,100,50,56.25,12.5,0,0,0,0,0,0,0,0,356.25,0,59.375
C-55438,37.5,12.5,0,100,50,125,0,0,0,0,0,0,0,325,0,54.16666666
C-53991,87.5,37.5,75,75,137.5,150,0,0,0,0,0,0,0,562.5,0,93.75
C-45692,150,112.5,75,181.25,193.75,187.5,0,0,0,0,0,0,0,900,0,150
C-47846,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-55939,0,0,12.5,50,12.5,0,0,0,0,121.95,124.6375,0,246.5875,75,41.09791666,12.5
C-60418,0,43.75,31.25,75,37.5,25,0,0,0,0,0,0,0,212.5,0,35.41666666
C-61397,0,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,1.041666666
C-64522,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-59298,0,37.5,12.5,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-40036,300,250,250,150,200,75,0,0,748.1875,0,0,0,748.1875,1225,124.6979167,204.1666666
C-61112,125,75,0,62.5,81.25,0,0,0,0,0,0,0,0,343.75,0,57.29166666
C-64693,87.5,12.5,125,25,12.5,12.5,0,0,0,0,0,0,0,275,0,45.83333334
C-48639,125,0,0,0,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-52789,0,0,0,0,0,0,293.9375,266.75,237.9375,310.625,399,0,1508.25,0,251.375,0
C-64643,12.5,0,0,12.5,18.75,0,0,0,0,0,0,0,0,43.75,0,7.291666666
C-50885,25,12.5,6.25,12.5,12.5,6.25,125,187.5,62.5,0,62.5,0,437.5,75,72.91666666,12.5
C-59373,137.5,112.5,25,62.5,125,62.5,0,0,0,0,0,0,0,525,0,87.5
C-60548,125,125,0,0,0,0,0,0,0,0,0,0,0,250,0,41.66666666
C-43031,0,0,0,0,0,0,12.5,0,87.5,75,50,75,300,0,50,0
C-49246,0,0,0,0,0,0,250,437.5,0,250,250,375,1562.5,0,260.4166666,0
C-53203,443.75,262.5,400,475,237.5,512.5,0,0,0,0,0,0,0,2331.25,0,388.5416666
C-59684,0,0,0,0,0,0,37.5,0,108.1875,108.65,147.525,155.2875,557.15,0,92.85833334,0
C-60727,0,0,0,12.5,6.25,12.5,0,0,0,0,0,0,0,31.25,0,5.208333334
C-59519,0,0,0,0,0,0,0,250,250,125,137.5,0,762.5,0,127.0833334,0
C-52671,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-46879,75,112.5,75,0,87.5,112.5,0,0,0,0,0,0,0,462.5,0,77.08333334
C-62763,0,0,0,62.5,6.25,18.75,0,0,0,0,0,0,0,87.5,0,14.58333334
C-64367,225,200,125,325,112.5,200,0,0,0,0,0,0,0,1187.5,0,197.9166666
C-64437,0,0,0,0,0,0,212,423.5,0,0,212,89.9875,937.4875,0,156.2479166,0
C-61299,125,18.75,100,37.5,62.5,125,0,0,0,0,0,0,0,468.75,0,78.125
C-54205,162.5,75,106.25,118.75,50,118.75,0,0,0,0,0,0,0,631.25,0,105.2083333
C-43748,250,112.5,75,125,162.5,75,0,0,0,0,0,0,0,800,0,133.3333334
C-58602,0,0,0,0,0,0,200,1075,575,687.5,787.5,475,3800,0,633.3333334,0
C-63934,0,0,6.25,43.75,0,106.25,0,0,0,0,0,0,0,156.25,0,26.04166666
C-43285,118.75,143.75,118.75,37.5,81.25,406.25,0,0,0,0,0,0,0,906.25,0,151.0416666
C-62188,625,412.5,218.75,200,187.5,375,0,0,0,0,0,0,0,2018.75,0,336.4583334
C-58392,125,50,187.5,125,200,112.5,0,0,0,0,0,0,0,800,0,133.3333334
C-65252,56.25,100,62.5,593.75,843.75,587.5,0,0,0,0,0,0,0,2243.75,0,373.9583334
C-61399,0,43.75,6.25,6.25,6.25,37.5,0,0,0,0,0,0,0,100,0,16.66666666
C-59115,6.25,150,6.25,168.75,168.75,106.25,0,0,0,0,0,0,0,606.25,0,101.0416667
C-52900,0,0,0,0,0,0,312.5,0,450,312.5,312.5,375,1762.5,0,293.75,0
C-62564,37.5,12.5,37.5,0,6.25,0,0,0,0,0,0,0,0,93.75,0,15.625
C-47644,75,112.5,75,37.5,75,81.25,0,0,0,0,0,0,0,456.25,0,76.04166666
C-59232,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-46968,37.5,0,75,50,37.5,62.5,887.5,0,575,0,293.75,300,2056.25,262.5,342.7083334,43.75
C-58988,275,25,37.5,37.5,0,62.5,0,0,0,0,0,0,0,437.5,0,72.91666666
C-60919,12.5,25,0,6.25,12.5,0,0,0,0,0,0,0,0,56.25,0,9.375
C-45963,0,75,0,0,12.5,50,0,0,0,0,0,0,0,137.5,0,22.91666666
C-60773,50,131.25,81.25,75,68.75,87.5,0,0,0,0,0,0,0,493.75,0,82.29166666
C-61394,0,0,0,0,0,0,250,109.9875,35.0625,0,0,125,520.05,0,86.675,0
C-54402,125,250,62.5,62.5,62.5,37.5,0,0,0,250,0,0,250,600,41.66666666,100
C-55751,0,0,0,0,0,0,0,0,0,0,0,308.6875,308.6875,0,51.44791666,0
C-62408,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-46941,100,75,100,37.5,37.5,0,0,0,0,0,0,0,0,350,0,58.33333334
C-61325,75,125,125,75,150,187.5,0,0,0,0,0,0,0,737.5,0,122.9166667
C-60449,112.5,50,75,137.5,150,150,97.25,96.75,99.5,96.75,96.75,102.3125,589.3125,675,98.21875,112.5
C-53870,0,0,0,0,0,0,170.7875,0,0,112.5,0,0,283.2875,0,47.21458334,0
C-60082,0,0,0,0,0,0,0,0,0,252.5625,0,0,252.5625,0,42.09375,0
C-62367,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-53247,125,275,337.5,175,12.5,0,0,0,0,0,0,0,0,925,0,154.1666666
C-63244,0,0,0,0,0,62.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-60628,750,0,0,0,0,0,0,0,0,0,0,0,0,750,0,125
C-59055,25,0,12.5,31.25,12.5,50,0,0,0,0,0,0,0,131.25,0,21.875
C-53796,0,6.25,12.5,12.5,6.25,0,0,0,0,0,0,0,0,37.5,0,6.25
C-62118,0,0,50,62.5,0,0,0,0,0,0,0,0,0,112.5,0,18.75
C-45480,600,293.75,487.5,425,356.25,393.75,0,0,0,0,0,0,0,2556.25,0,426.0416666
C-63446,37.5,62.5,6.25,6.25,18.75,31.25,0,0,0,0,0,0,0,162.5,0,27.08333334
C-64188,0,68.75,62.5,62.5,62.5,62.5,0,0,0,0,0,0,0,318.75,0,53.125
C-63364,62.5,18.75,12.5,31.25,50,87.5,0,0,0,0,0,0,0,262.5,0,43.75
C-65035,0,0,12.5,0,0,0,111.25,125,125,125,0,0,486.25,12.5,81.04166666,2.083333334
C-43251,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-56733,50,37.5,37.5,43.75,25,143.75,0,0,0,625,0,0,625,337.5,104.1666667,56.25
C-56826,6.25,0,31.25,93.75,6.25,18.75,0,0,0,0,0,0,0,156.25,0,26.04166666
C-57716,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-59210,206.25,75,12.5,12.5,0,0,0,0,0,0,0,0,0,306.25,0,51.04166666
C-55630,0,0,0,0,0,0,163.3125,196.25,62.5,40.5,87.5,125,675.0625,0,112.5104167,0
C-50487,0,0,0,0,0,0,0,0,0,0,295.5625,0,295.5625,0,49.26041666,0
C-63040,187.5,112.5,268.75,25,37.5,100,0,0,0,0,0,0,0,731.25,0,121.875
C-63659,0,0,0,18.75,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-53428,0,0,0,0,0,0,41.5,41.0625,48.25,41.0625,83.3125,0,255.1875,0,42.53125,0
C-58471,325,75,93.75,87.5,143.75,87.5,0,0,0,0,0,0,0,812.5,0,135.4166666
C-64899,25,31.25,37.5,12.5,0,12.5,0,0,0,0,0,0,0,118.75,0,19.79166666
C-50813,0,0,0,0,0,0,899.125,892.5,445.25,445.4375,445.25,445.0625,3572.625,0,595.4375,0
C-42407,0,68.75,50,75,0,43.75,66.25,66.25,66.25,66.25,0,87.6875,352.6875,237.5,58.78125,39.58333334
C-62699,0,0,0,0,37.5,25,0,0,0,0,0,0,0,62.5,0,10.41666667
C-61108,0,0,0,0,0,0,0,0,0,0,125,0,125,0,20.83333334,0
C-60589,162.5,168.75,62.5,106.25,75,100,0,201.6875,0,0,0,0,201.6875,675,33.61458334,112.5
C-45345,0,0,0,0,0,0,287.5,0,0,0,287.5,293.75,868.75,0,144.7916666,0
C-61064,6.25,50,12.5,6.25,6.25,0,0,0,0,0,0,0,0,81.25,0,13.54166666
C-56623,112.5,25,0,37.5,0,25,240.5,0,117.5,119.375,114.75,114.125,706.25,200,117.7083333,33.33333334
C-42448,75,250,62.5,350,250,0,33.625,250,0,250,187.5,0,721.125,987.5,120.1875,164.5833334
C-57242,237.5,150,125,112.5,62.5,50,0,0,0,0,0,0,0,737.5,0,122.9166667
C-56480,12.5,12.5,37.5,25,12.5,12.5,272.8875,282.2375,264.75,274.375,288.8,262.375,1645.425,112.5,274.2375,18.75
C-64574,6.25,75,68.75,62.5,87.5,75,0,0,0,0,0,0,0,375,0,62.5
C-59469,25,0,25,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-59155,0,0,0,0,0,0,206.0375,214.9125,0,0,202.0625,417.775,1040.7875,0,173.4645834,0
C-52888,43.75,50,0,37.5,181.25,62.5,0,0,0,0,0,0,0,375,0,62.5
C-65114,12.5,37.5,12.5,68.75,0,0,0,0,0,0,0,0,0,131.25,0,21.875
C-57551,100,12.5,81.25,100,87.5,75,0,0,0,0,0,0,0,456.25,0,76.04166666
C-51186,125,162.5,12.5,0,62.5,0,0,0,0,0,0,0,0,362.5,0,60.41666666
C-54589,0,0,0,0,0,0,585,275,0,112.5,212.5,125,1310,0,218.3333334,0
C-41559,0,125,125,125,125,0,0,0,0,0,0,0,0,500,0,83.33333334
C-53588,12.5,68.75,62.5,87.5,18.75,12.5,0,0,0,0,0,0,0,262.5,0,43.75
C-53278,0,0,0,0,0,0,250,265,250,125,187.5,0,1077.5,0,179.5833334,0
C-57304,0,0,62.5,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-57042,0,62.5,175,0,0,12.5,0,0,0,0,0,0,0,250,0,41.66666666
C-57117,0,0,0,0,0,0,175,0,0,0,0,0,175,0,29.16666666,0
C-44385,0,0,0,12.5,0,0,732.375,1270.5,0,319.9625,329.625,303.4375,2955.9,12.5,492.65,2.083333334
C-53144,0,0,0,0,0,0,489.1,239.3,243.6625,240.875,227.15,224.8875,1664.975,0,277.4958334,0
C-65357,106.25,0,12.5,0,75,37.5,0,0,0,0,0,0,0,231.25,0,38.54166666
C-60985,12.5,12.5,25,0,12.5,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-56828,18.75,0,18.75,25,0,12.5,0,0,0,0,0,0,0,75,0,12.5
C-56401,75,75,0,0,62.5,0,0,0,0,0,0,0,0,212.5,0,35.41666666
C-57294,6.25,6.25,0,25,37.5,62.5,62.5,0,0,0,0,0,62.5,137.5,10.41666667,22.91666666
C-64498,137.5,87.5,50,156.25,62.5,50,0,0,0,0,0,0,0,543.75,0,90.625
C-63954,0,0,37.5,25,68.75,143.75,0,0,0,0,122.5,0,122.5,275,20.41666666,45.83333334
C-56739,0,0,0,0,0,0,250,293.75,293.75,106.25,0,0,943.75,0,157.2916666,0
C-50090,0,0,0,0,0,0,237.5,237.5,237.5,237.5,225,237.5,1412.5,0,235.4166666,0
C-52135,0,0,0,0,0,0,0,93.75,93.75,93.75,65,241.825,588.075,0,98.0125,0
C-60137,12.5,112.5,106.25,225,87.5,125,0,0,0,0,0,0,0,668.75,0,111.4583333
C-59443,0,0,37.5,0,0,0,0,0,41.25,0,0,0,41.25,37.5,6.875,6.25
C-48243,75,25,50,162.5,125,125,0,0,0,0,18.75,0,18.75,562.5,3.125,93.75
C-51647,0,37.5,37.5,37.5,0,0,168.75,500,162.5,0,162.5,187.5,1181.25,112.5,196.875,18.75
C-41134,0,0,0,0,0,0,0,0,0,0,0,592.6875,592.6875,0,98.78125,0
C-64937,6.25,25,87.5,50,25,125,0,0,0,0,0,0,0,318.75,0,53.125
C-62299,250,75,125,62.5,37.5,37.5,0,0,0,0,0,0,0,587.5,0,97.91666666
C-57276,0,0,0,0,37.5,0,0,0,0,0,0,0,0,37.5,0,6.25
C-45999,0,62.5,0,0,75,0,0,0,0,0,0,0,0,137.5,0,22.91666666
C-62667,0,12.5,37.5,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-58462,275,200,187.5,187.5,150,125,0,0,0,0,0,0,0,1125,0,187.5
C-57486,0,12.5,0,0,0,37.5,0,105.9875,0,0,0,0,105.9875,50,17.66458334,8.333333334
C-46340,0,100,75,0,75,75,0,0,0,0,0,0,0,325,0,54.16666666
C-61109,187.5,0,81.25,0,0,12.5,0,0,0,0,0,0,0,281.25,0,46.875
C-56843,0,0,0,37.5,50,0,250,250,168.75,125,621.1,100,1514.85,87.5,252.475,14.58333334
C-59887,0,37.5,0,12.5,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-60202,225,0,50,50,112.5,37.5,0,0,0,0,0,0,0,475,0,79.16666666
C-63991,50,50,0,0,0,0,0,100,94.75,24,0,0,218.75,100,36.45833334,16.66666666
C-58961,37.5,6.25,12.5,75,31.25,37.5,0,0,0,0,0,0,0,200,0,33.33333334
C-52235,175,106.25,175,175,162.5,175,0,0,0,0,0,0,0,968.75,0,161.4583334
C-56709,0,0,0,0,0,0,0,0,39.75,0,25.4625,0,65.2125,0,10.86875,0
C-64649,50,131.25,37.5,168.75,156.25,262.5,0,0,0,0,0,0,0,806.25,0,134.375
C-52440,93.75,75,62.5,50,150,37.5,0,0,0,0,0,0,0,468.75,0,78.125
C-55064,0,0,0,0,0,0,312.5,175,0,125,125,0,737.5,0,122.9166667,0
C-61128,6.25,12.5,0,18.75,18.75,0,0,0,0,0,0,0,0,56.25,0,9.375
C-61265,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-61479,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-50076,25,0,0,0,0,0,391.25,390,376.75,228.75,0,187.5,1574.25,25,262.375,4.166666666
C-43653,287.5,125,0,12.5,0,0,0,0,0,0,0,0,0,425,0,70.83333334
C-60443,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-59847,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-63091,0,0,0,0,0,0,237.5,50,187.5,0,0,0,475,0,79.16666666,0
C-41045,50,37.5,0,50,37.5,0,0,0,0,0,0,0,0,175,0,29.16666666
C-58213,0,0,0,0,37.5,0,0,0,0,0,0,0,0,37.5,0,6.25
C-64330,250,200,25,250,125,325,0,0,0,0,0,0,0,1175,0,195.8333334
C-56099,0,0,0,0,62.5,75,62.5,62.5,0,0,0,0,125,137.5,20.83333334,22.91666666
C-53817,75,12.5,150,12.5,0,0,0,0,0,0,0,0,0,250,0,41.66666666
C-50605,75,37.5,75,37.5,37.5,0,0,0,0,0,0,0,0,262.5,0,43.75
C-54100,0,0,0,0,0,0,2519.425,0,0,875,0,0,3394.425,0,565.7375,0
C-64654,162.5,200,131.25,168.75,68.75,200,0,0,0,0,0,0,0,931.25,0,155.2083334
C-41585,0,0,0,0,0,50,100,0,225,112.5,0,112.5,550,50,91.66666666,8.333333334
C-59498,0,0,0,0,0,0,49.9375,51.25,50.4375,55.5,0,0,207.125,0,34.52083334,0
C-63216,162.5,75,125,112.5,200,62.5,220,247.875,100,106.75,152.4375,152.4375,979.5,737.5,163.25,122.9166667
C-59532,12.5,25,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
